City,Country,Date,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind Speed,Month,Day,Weekday,Is_Weekend,City_Mean_PM25,PM_Ratio,Humidity_Temp,O3_NO2,Lag_PM2.5,Rolling_PM2.5
Berlin,Germany,2023-04-15,25.76,77.79,74.61,34.97,8.97,50.81,-5.43,67.33,15.86,4,15,5,1,76.9742774566474,3.0197969643645326,-365.60189999999994,0.6810078165114842,141.72,96.69333333333333
Berlin,Germany,2023-04-15,137.34,47.89,9.92,34.75,7.79,141.22,4.08,10.84,5.72,4,15,5,1,76.9742774566474,0.34869663982112714,44.2272,14.235872746096023,25.76,101.60666666666667
Berlin,Germany,2023-04-16,87.7,63.17,63.25,47.07,8.89,184.03,-3.62,68.31,15.19,4,16,6,1,76.9742774566474,0.7202963830904922,-247.28220000000002,2.909564757381066,137.34,83.60000000000001
Berlin,Germany,2023-04-16,61.44,154.54,88.65,32.81,3.8,72.98,20.63,99.09,9.62,4,16,6,1,76.9742774566474,2.515299069775542,2044.2267,0.823237357784844,87.7,95.49333333333334
Berlin,Germany,2023-04-17,33.26,85.2,68.16,48.63,5.94,194.49,9.15,48.35,15.57,4,17,0,0,76.9742774566474,2.561634828131441,442.40250000000003,2.8534326799541256,61.44,60.800000000000004
Berlin,Germany,2023-04-17,120.46,111.13,11.51,5.63,4.11,14.09,23.69,89.79,10.84,4,17,0,0,76.9742774566474,0.9225468269511184,2127.1251,1.2241518469575614,33.26,71.71999999999998
Berlin,Germany,2023-04-17,69.46,75.6,78.29,26.64,5.14,101.86,28.72,72.4,4.38,4,17,0,0,76.9742774566474,1.088396042557437,2079.328,1.3010599947553971,120.46,74.39333333333333
Berlin,Germany,2023-04-18,36.97,174.27,92.31,5.83,6.72,53.04,2.67,19.65,18.08,4,18,1,0,76.9742774566474,4.71382074281289,52.46549999999999,0.5745855731139017,69.46,75.63
Berlin,Germany,2023-04-18,132.37,68.78,64.88,15.05,2.08,25.05,30.93,59.43,12.14,4,18,1,0,76.9742774566474,0.5196041006569388,1838.1698999999999,0.3860973510947363,36.97,79.6
Berlin,Germany,2023-04-18,38.26,163.14,8.94,24.1,1.96,144.45,26.49,49.06,10.22,4,18,1,0,76.9742774566474,4.2639821578718875,1299.5994,16.157700047315384,132.37,69.19999999999999
Berlin,Germany,2023-04-21,139.38,85.44,34.41,2.74,4.76,176.79,22.57,46.73,6.24,4,21,4,0,76.9742774566474,0.6130003864973177,1054.6961,5.137749160781993,38.26,103.33666666666666
Berlin,Germany,2023-04-21,44.23,146.12,57.47,36.56,2.84,78.76,10.95,67.42,12.98,4,21,4,0,76.9742774566474,3.3036393163827005,738.249,1.370453911527073,139.38,73.95666666666666
Berlin,Germany,2023-04-21,58.19,124.44,30.05,44.92,5.45,187.7,6.23,53.24,13.78,4,21,4,0,76.9742774566474,2.138511404277126,331.6852,6.246254160980312,44.23,80.6
Berlin,Germany,2023-04-21,96.21,10.71,56.01,1.2,4.61,45.65,-8.48,46.91,14.16,4,21,4,0,76.9742774566474,0.11131897813959277,-397.7968,0.8150328843005027,58.19,66.21
Berlin,Germany,2023-04-22,72.79,141.84,77.06,39.28,0.83,76.7,-2.87,27.6,1.8,4,22,5,1,76.9742774566474,1.9486190481358634,-79.212,0.9953281864354806,96.21,75.73
Berlin,Germany,2023-04-22,30.7,121.11,47.32,11.91,9.67,68.14,25.36,53.68,10.28,4,22,5,1,76.9742774566474,3.944949855065194,1361.3247999999999,1.4399827895218111,72.79,66.56666666666668
Berlin,Germany,2023-04-24,10.29,164.74,28.06,11.11,2.7,131.26,19.83,31.91,6.86,4,24,0,0,76.9742774566474,16.00970261447754,632.7752999999999,4.677831547458465,30.7,37.92666666666667
Berlin,Germany,2023-04-24,76.31,99.69,46.84,19.5,8.84,58.38,-8.4,61.53,14.72,4,24,0,0,76.9742774566474,1.3063816922576736,-516.852,1.2463703573077802,10.29,39.1
Berlin,Germany,2023-04-24,82.81,155.89,59.46,3.55,7.25,56.47,-3.33,47.57,4.58,4,24,0,0,76.9742774566474,1.8825018859434985,-158.4081,0.9497139337850766,76.31,56.47
Berlin,Germany,2023-04-24,61.89,81.67,11.49,29.86,3.38,126.75,30.39,35.23,7.86,4,24,0,0,76.9742774566474,1.319599075844389,1070.6397,11.031321991886866,82.81,73.67
Berlin,Germany,2023-04-24,127.87,103.8,67.35,30.13,2.33,15.24,35.04,39.53,9.09,4,24,0,0,76.9742774566474,0.8117618822427557,1385.1312,0.22628059001030587,61.89,90.85666666666667
Berlin,Germany,2023-04-25,73.51,186.45,50.68,13.71,2.43,21.94,10.65,48.77,17.24,4,25,1,0,76.9742774566474,2.5363892618161796,519.4005000000001,0.4329123060551882,127.87,87.75666666666666
Berlin,Germany,2023-04-26,121.09,166.55,27.46,8.5,8.37,47.18,9.5,72.7,4.45,4,26,2,0,76.9742774566474,1.3754231253263585,690.65,1.7181348440878208,73.51,107.49000000000001
Berlin,Germany,2023-04-26,100.35,48.69,68.16,36.22,7.78,21.16,19.29,92.24,1.4,4,26,2,0,76.9742774566474,0.48520174537102684,1779.3095999999998,0.31044596384302175,121.09,98.31666666666668
Berlin,Germany,2023-04-26,39.55,146.84,51.5,20.13,9.48,101.29,7.82,36.56,3.6,4,26,2,0,76.9742774566474,3.7127677085290243,285.8992,1.96679573460277,100.35,86.99666666666667
Berlin,Germany,2023-04-27,48.71,15.22,39.82,34.56,4.21,52.78,32.17,71.61,17.03,4,27,3,0,76.9742774566474,0.3124614427301493,2303.6937000000003,1.3254642577940086,39.55,62.87
Berlin,Germany,2023-04-27,147.25,162.17,53.1,10.14,7.51,61.6,-6.74,27.36,12.7,4,27,3,0,76.9742774566474,1.1013242036452153,-184.4064,1.1600751110969658,48.71,78.50333333333333
Berlin,Germany,2023-04-28,116.71,169.5,56.41,36.9,3.69,15.66,-1.25,30.55,7.11,4,28,4,0,76.9742774566474,1.4523175861265027,-38.1875,0.27761030356137145,147.25,104.22333333333331
Berlin,Germany,2023-05-01,98.81,137.68,76.57,21.23,5.37,73.29,10.73,83.81,3.54,5,1,0,0,76.9742774566474,1.393381095700729,899.2813000000001,0.9571632549088084,116.71,120.92333333333333
Berlin,Germany,2023-05-01,42.35,139.73,92.27,2.9,9.08,75.86,-2.62,27.23,5.72,5,1,0,0,76.9742774566474,3.2994089021466575,-71.3426,0.8221522897851642,98.81,85.95666666666666
Berlin,Germany,2023-05-02,24.96,87.46,5.22,40.19,2.48,119.61,-2.21,94.94,17.24,5,2,1,0,76.9742774566474,3.50400500640825,-209.8174,22.913749207377,42.35,55.373333333333335
Berlin,Germany,2023-05-03,67.62,118.83,65.68,35.42,2.66,39.02,38.9,14.76,8.52,5,3,2,0,76.9742774566474,1.75732005955042,574.164,0.5940924795839708,24.96,44.97666666666667
Berlin,Germany,2023-05-04,137.92,175.12,90.11,43.76,9.08,49.7,23.29,57.16,18.25,5,4,3,0,76.9742774566474,1.2697214856640455,1331.2564,0.551548046659855,67.62,76.83333333333333
Berlin,Germany,2023-05-05,9.03,44.97,54.84,8.29,8.18,148.51,18.6,96.02,15.86,5,5,4,0,76.9742774566474,4.9800609301650836,1785.972,2.7080593165464406,137.92,71.52333333333333
Berlin,Germany,2023-05-05,49.06,55.77,58.29,14.67,2.01,161.77,-6.45,24.87,17.03,5,5,4,0,76.9742774566474,1.1367710687380617,-160.41150000000002,2.775261146807146,9.03,65.33666666666666
Berlin,Germany,2023-05-06,117.18,131.53,37.67,20.46,8.48,88.63,-3.97,16.15,16.26,5,6,5,1,76.9742774566474,1.122461075058792,-64.1155,2.352800012529861,49.06,58.42333333333334
Berlin,Germany,2023-05-07,7.16,35.24,87.92,25.95,0.14,181.81,22.22,80.76,1.75,5,7,6,1,76.9742774566474,4.921780835501627,1794.4872,2.0679024035597813,117.18,57.800000000000004
Berlin,Germany,2023-05-09,29.99,51.03,5.01,23.41,2.34,66.93,0.6,34.47,1.14,5,9,1,0,76.9742774566474,1.7015666216850212,20.682,13.359254771946565,7.16,51.443333333333335
Berlin,Germany,2023-05-10,8.29,18.89,35.97,37.92,9.21,85.04,-5.46,32.98,15.27,5,10,2,0,76.9742774566474,2.278646225999728,-180.0708,2.3641917252733595,29.99,15.146666666666667
Berlin,Germany,2023-05-10,18.79,174.82,45.86,44.17,3.36,16.14,36.9,55.79,7.47,5,10,2,0,76.9742774566474,9.303880093730658,2058.651,0.35194061231124896,8.29,19.023333333333333
Berlin,Germany,2023-05-10,62.51,132.08,75.37,47.78,3.57,25.29,4.11,75.23,15.69,5,10,2,0,76.9742774566474,2.112941591274742,309.19530000000003,0.33554460189138885,18.79,29.863333333333333
Berlin,Germany,2023-05-11,76.31,59.07,8.61,5.88,5.94,196.46,-4.01,62.56,2.08,5,11,3,0,76.9742774566474,0.7740793114822027,-250.8656,22.81762738951523,62.51,52.53666666666667
Berlin,Germany,2023-05-12,50.38,77.51,55.79,4.72,7.52,68.0,24.25,40.9,13.61,5,12,4,0,76.9742774566474,1.5385070388036841,991.8249999999999,1.2188562074106097,76.31,63.06666666666666
Berlin,Germany,2023-05-13,117.25,187.78,78.06,13.99,5.83,144.09,31.7,23.68,16.77,5,13,5,1,76.9742774566474,1.6015350446451988,750.656,1.8458875421614729,50.38,81.31333333333333
Berlin,Germany,2023-05-13,65.76,48.24,59.15,20.58,5.8,35.33,38.25,40.8,7.44,5,13,5,1,76.9742774566474,0.7335765307821577,1560.6,0.5972949116999303,117.25,77.79666666666667
Berlin,Germany,2023-05-14,24.23,84.44,11.53,7.46,0.13,112.94,20.74,25.57,19.45,5,14,6,1,76.9742774566474,3.4849345914425953,530.3217999999999,9.795308069984328,65.76,69.08
Berlin,Germany,2023-05-15,109.06,184.06,14.11,15.14,5.94,16.66,21.46,45.62,1.98,5,15,0,0,76.9742774566474,1.6876946921240883,979.0052,1.1807220547682107,24.23,66.35000000000001
Berlin,Germany,2023-05-17,52.5,23.93,42.18,48.81,6.63,175.84,-3.48,61.96,18.18,5,17,2,0,76.9742774566474,0.45580943698867865,-215.6208,4.168799390991135,109.06,61.93000000000001
Berlin,Germany,2023-05-17,55.7,59.41,94.98,30.86,3.41,197.8,11.0,25.76,18.54,5,17,2,0,76.9742774566474,1.0666066307708022,283.36,2.082543474147876,52.5,72.42
Berlin,Germany,2023-05-18,112.84,157.76,78.07,13.15,9.18,91.98,17.17,63.68,8.61,5,18,3,0,76.9742774566474,1.398085661282731,1093.3856,1.1781732831851823,55.7,73.68
Berlin,Germany,2023-05-19,125.66,138.14,24.58,4.66,3.74,105.86,14.24,63.14,3.17,5,19,4,0,76.9742774566474,1.0993155260770708,899.1136,4.306751705959437,112.84,98.06666666666666
Berlin,Germany,2023-05-19,123.39,43.45,87.97,12.82,4.11,91.81,34.63,50.7,5.04,5,19,4,0,76.9742774566474,0.35213547676995893,1755.7410000000002,1.0436511261053625,125.66,120.63
Berlin,Germany,2023-05-20,69.23,98.0,59.84,28.32,7.19,45.16,-2.13,36.89,14.94,5,20,5,1,76.9742774566474,1.415571079651729,-78.5757,0.7546790182688805,123.39,106.09333333333332
Berlin,Germany,2023-05-20,101.65,29.9,77.75,36.25,3.97,63.67,13.09,29.6,14.86,5,20,5,1,76.9742774566474,0.29414655246959637,387.464,0.8189066470859617,69.23,98.09000000000002
Berlin,Germany,2023-05-21,147.86,107.83,13.01,8.88,5.74,133.76,28.89,63.93,0.82,5,21,6,1,76.9742774566474,0.729270882640952,1846.9377,10.281314157329625,101.65,106.24666666666667
Berlin,Germany,2023-05-26,97.68,15.77,70.26,32.61,4.91,13.66,0.59,48.43,17.02,5,26,4,0,76.9742774566474,0.1614455199175348,28.5737,0.19442069535714554,147.86,115.73000000000002
Berlin,Germany,2023-05-26,17.4,182.12,11.72,12.03,1.58,138.13,15.59,25.37,2.23,5,26,4,0,76.9742774566474,10.466660651344455,395.5183,11.78582612130877,97.68,87.64666666666669
Berlin,Germany,2023-05-27,131.72,145.02,95.36,39.67,4.45,87.13,11.54,42.47,8.69,5,27,5,1,76.9742774566474,1.1009716746908842,490.1038,0.913695373983287,17.4,82.26666666666668
Berlin,Germany,2023-05-27,22.56,15.15,7.44,47.93,5.06,122.45,7.02,28.29,10.16,5,27,5,1,76.9742774566474,0.6715422555220499,198.59579999999997,16.458311211947297,131.72,57.22666666666668
Berlin,Germany,2023-05-27,124.12,117.05,63.08,14.54,0.37,49.34,1.07,63.16,10.63,5,27,5,1,76.9742774566474,0.9430389185434322,67.5812,0.7821812330086821,22.56,92.80000000000001
Berlin,Germany,2023-05-27,105.89,186.37,14.43,9.11,4.82,47.35,-4.01,79.11,2.65,5,27,5,1,76.9742774566474,1.7600338313312087,-317.23109999999997,3.2813560073762944,124.12,84.19000000000001
Berlin,Germany,2023-05-28,82.87,59.21,47.58,30.44,1.35,92.48,19.14,44.45,13.46,5,28,6,1,76.9742774566474,0.7144924925193082,850.773,1.9436734040198815,105.89,104.29333333333335
Berlin,Germany,2023-06-01,126.84,185.51,80.42,37.29,0.19,122.86,21.17,19.56,7.65,6,1,3,0,76.9742774566474,1.4625511303570535,414.0852,1.527729230573336,82.87,105.2
Berlin,Germany,2023-06-01,97.82,131.35,9.12,8.84,3.69,35.16,-5.53,26.2,0.76,6,1,3,0,76.9742774566474,1.3427723019042832,-144.886,3.8552589306371376,126.84,102.51
Berlin,Germany,2023-06-02,89.31,27.22,69.05,47.67,8.49,40.42,26.57,81.38,5.19,6,2,4,0,76.9742774566474,0.3047810654147278,2162.2666,0.5853728334000241,97.82,104.65666666666668
Berlin,Germany,2023-06-02,15.4,163.52,79.94,41.77,0.35,163.02,14.31,38.62,5.93,6,2,4,0,76.9742774566474,10.618174923263037,552.6522,2.0392792044934698,89.31,67.51
Berlin,Germany,2023-06-02,101.57,133.46,32.92,31.43,2.79,34.23,30.14,27.17,17.64,6,2,4,0,76.9742774566474,1.3139705312621315,818.9038,1.0397931227845918,15.4,68.76
Berlin,Germany,2023-06-05,70.63,44.52,8.28,42.26,5.84,81.2,9.6,66.66,14.55,6,5,0,0,76.9742774566474,0.6303269672480579,639.9359999999999,9.806751441121449,101.57,62.53333333333334
Berlin,Germany,2023-06-06,94.94,175.48,20.9,34.52,8.38,84.69,38.88,10.91,9.56,6,6,1,0,76.9742774566474,1.8483250633742296,424.18080000000003,4.052151171219536,70.63,89.04666666666667
Berlin,Germany,2023-06-06,16.19,160.31,97.5,49.63,3.1,19.37,19.94,47.64,6.95,6,6,1,0,76.9742774566474,9.901785113165465,949.9416000000001,0.19866664629060038,94.94,60.58666666666667
Berlin,Germany,2023-06-06,85.37,40.68,60.0,2.01,1.09,47.9,-3.36,87.51,6.52,6,6,1,0,76.9742774566474,0.4765139420740374,-294.0336,0.7983332002777999,16.19,65.50000000000001
Berlin,Germany,2023-06-07,13.02,83.84,20.21,4.96,5.27,123.16,33.81,51.13,9.66,6,7,2,0,76.9742774566474,6.439319171029823,1728.7053000000003,6.094009849574542,85.37,38.19333333333334
Berlin,Germany,2023-06-08,10.38,152.92,84.76,18.13,5.9,190.54,14.06,67.59,18.42,6,8,3,0,76.9742774566474,14.732163071133842,950.3154000000001,2.247994071732648,13.02,36.25666666666668
Berlin,Germany,2023-06-08,124.38,121.76,57.14,15.44,1.21,35.88,11.73,80.26,16.96,6,8,3,0,76.9742774566474,0.9789354414748801,941.4498000000001,0.6279312866763587,10.38,49.26000000000001
Berlin,Germany,2023-06-09,64.39,87.45,17.2,20.05,7.67,161.52,-2.11,63.02,15.62,6,9,4,0,76.9742774566474,1.358129933509872,-132.9722,9.39069221471383,124.38,66.38333333333334
Berlin,Germany,2023-06-09,130.17,111.53,41.9,33.89,6.69,115.47,38.93,33.24,1.16,6,9,4,0,76.9742774566474,0.8568025768761945,1294.0332,2.7558465976499766,64.39,106.31333333333333
Berlin,Germany,2023-06-10,92.72,180.28,59.96,25.7,8.82,50.84,14.47,16.35,18.8,6,10,5,1,76.9742774566474,1.9443483666578552,236.58450000000002,0.8478984576553606,130.17,95.75999999999999
Berlin,Germany,2023-06-11,127.76,196.25,33.91,10.83,0.97,113.59,37.66,13.64,1.8,6,11,6,1,76.9742774566474,1.5360831609202283,513.6824,3.349748348643955,92.72,116.88333333333334
Berlin,Germany,2023-06-12,138.71,29.36,56.09,32.84,9.67,106.91,11.45,67.73,14.08,6,12,0,0,76.9742774566474,0.21166460877625196,775.5085,1.9060435182664432,127.76,119.73
Berlin,Germany,2023-06-12,81.83,191.57,36.33,43.87,5.03,64.47,22.99,26.03,4.9,6,12,0,0,76.9742774566474,2.341072670038779,598.4297,1.7745659855309701,138.71,116.10000000000001
Berlin,Germany,2023-06-12,29.97,115.02,19.25,44.07,6.33,182.43,-7.77,11.95,13.47,6,12,0,0,76.9742774566474,3.837836557278426,-92.85149999999999,9.47687819382951,81.83,83.50333333333333
Berlin,Germany,2023-06-14,109.78,92.49,28.63,5.07,9.72,171.61,-9.33,78.51,14.28,6,14,2,0,76.9742774566474,0.8425031114498895,-732.4983000000001,5.994060078917193,29.97,73.86
Berlin,Germany,2023-06-15,138.14,66.74,39.57,21.54,3.03,29.73,8.98,18.19,2.3,6,15,3,0,76.9742774566474,0.4831330184499046,163.3462,0.7513265728262388,109.78,92.63
Berlin,Germany,2023-06-15,50.0,163.82,43.26,16.92,0.43,27.18,29.54,91.45,3.42,6,15,3,0,76.9742774566474,3.2763993447201307,2701.433,0.6282938908243433,138.14,99.30666666666666
Berlin,Germany,2023-06-15,118.44,27.84,81.03,36.81,9.55,93.76,8.2,41.12,4.5,6,15,3,0,76.9742774566474,0.2350557045714535,337.18399999999997,1.1571021649880087,50.0,102.19333333333333
Berlin,Germany,2023-06-16,134.71,179.82,25.29,9.86,3.0,111.4,4.71,19.03,16.4,6,16,4,0,76.9742774566474,1.334867394041467,89.63130000000001,4.404901382008153,118.44,101.05
Berlin,Germany,2023-06-16,85.54,125.37,27.04,14.73,5.76,48.55,39.74,84.16,15.92,6,16,4,0,76.9742774566474,1.4656299432277362,3344.5184,1.7954875016688234,134.71,112.89666666666666
Berlin,Germany,2023-06-16,141.18,169.18,52.1,27.29,2.53,115.95,-3.67,44.47,3.16,6,16,4,0,76.9742774566474,1.19832829024449,-163.20489999999998,2.225527403929481,85.54,120.47666666666667
Berlin,Germany,2023-06-16,11.15,66.77,60.56,2.21,2.12,136.7,32.5,72.68,14.2,6,16,4,0,76.9742774566474,5.98833543647046,2362.1000000000004,2.2572651490645392,141.18,79.29
Berlin,Germany,2023-06-17,114.54,69.94,36.03,17.16,4.19,12.04,-0.21,66.67,14.04,6,17,5,1,76.9742774566474,0.6106163252473961,-14.0007,0.33416588005387726,11.15,88.95666666666666
Berlin,Germany,2023-06-18,91.62,87.36,13.78,2.15,0.53,38.11,4.07,36.02,13.74,6,18,6,1,76.9742774566474,0.9535034977621154,146.6014,2.765600315239249,114.54,72.43666666666667
Berlin,Germany,2023-06-19,123.6,169.45,49.79,6.11,3.69,151.77,-7.77,64.97,12.95,6,19,0,0,76.9742774566474,1.3709545816379787,-504.8169,3.048201838079567,91.62,109.92
Berlin,Germany,2023-06-20,92.6,168.95,19.59,41.75,3.88,163.64,34.11,32.63,10.67,6,20,1,0,76.9742774566474,1.8245138418451574,1113.0093000000002,8.35323718568801,123.6,102.60666666666664
Berlin,Germany,2023-06-21,70.73,167.32,10.29,28.94,0.47,152.83,22.1,47.17,15.08,6,21,2,0,76.9742774566474,2.3656153873016557,1042.457,14.852269336958859,92.6,95.64333333333332
Berlin,Germany,2023-06-21,89.1,21.07,66.31,24.45,5.08,90.76,0.88,60.09,3.17,6,21,2,0,76.9742774566474,0.23647584326870447,52.879200000000004,1.3687224598518384,70.73,84.14333333333333
Berlin,Germany,2023-06-22,21.1,122.84,51.81,29.83,5.37,47.29,-5.38,82.63,2.08,6,22,3,0,76.9742774566474,5.821798188721237,-444.5494,0.9127579786222777,89.1,60.309999999999995
Berlin,Germany,2023-06-23,133.63,126.27,93.01,40.67,5.5,127.8,13.83,52.1,9.74,6,23,4,0,76.9742774566474,0.944922476620334,720.543,1.374045653795758,21.1,81.27666666666666
Berlin,Germany,2023-06-23,19.0,198.52,24.14,48.29,7.4,133.99,28.62,33.32,14.36,6,23,4,0,76.9742774566474,10.448415553465498,953.6184000000001,5.550536225958481,133.63,57.90999999999999
Berlin,Germany,2023-06-24,88.0,69.23,83.63,36.93,2.29,85.15,39.02,64.91,2.02,6,24,5,1,76.9742774566474,0.7867044560563118,2532.7882,1.0181751741988314,19.0,80.21
Berlin,Germany,2023-06-25,98.29,171.59,95.13,20.58,9.97,196.68,13.76,83.12,3.06,6,25,6,1,76.9742774566474,1.74575218783679,1143.7312,2.0674863799551795,88.0,68.42999999999999
Berlin,Germany,2023-06-26,136.88,116.06,68.19,37.66,6.29,160.76,34.28,26.51,2.22,6,26,0,0,76.9742774566474,0.847895905326132,908.7628000000001,2.35753008395218,98.29,107.72333333333331
Berlin,Germany,2023-06-26,125.07,163.51,25.1,42.65,6.15,189.61,-8.65,37.32,9.36,6,26,0,0,76.9742774566474,1.3073477806550107,-322.81800000000004,7.554180257298703,136.88,120.07999999999998
Berlin,Germany,2023-06-28,69.46,108.53,57.25,27.97,9.86,149.74,24.66,26.45,13.9,6,28,2,0,76.9742774566474,1.562481779084109,652.257,2.6155453946645597,125.07,110.46999999999997
Berlin,Germany,2023-06-28,90.32,74.84,85.29,26.63,1.35,62.3,28.01,59.84,17.07,6,28,2,0,76.9742774566474,0.8286092970981735,1676.1184000000003,0.7304489705183526,69.46,94.94999999999997
Berlin,Germany,2023-07-01,139.06,169.58,30.47,49.42,8.52,24.54,35.27,42.29,18.89,7,1,5,1,76.9742774566474,1.219473520820256,1491.5683000000001,0.8053820789687959,90.32,99.6133333333333
Berlin,Germany,2023-07-01,15.09,49.53,26.37,30.72,4.36,89.99,15.66,22.63,4.39,7,1,5,1,76.9742774566474,3.282303987870121,354.38579999999996,3.4125887703493474,139.06,81.48999999999998
Berlin,Germany,2023-07-03,102.77,153.34,25.04,22.98,3.51,175.58,22.89,53.04,7.54,7,3,0,0,76.9742774566474,1.4920695249518805,1214.0856,7.011978030360212,15.09,85.63999999999997
Berlin,Germany,2023-07-04,135.87,174.39,20.36,4.16,4.55,40.56,33.77,83.85,16.92,7,4,1,0,76.9742774566474,1.283506198314109,2831.6145,1.9921404753730476,102.77,84.57666666666664
Berlin,Germany,2023-07-05,80.68,105.13,10.02,12.98,0.58,39.72,5.69,59.67,6.75,7,5,2,0,76.9742774566474,1.3030489212879373,339.52230000000003,3.964067900131836,135.87,106.43999999999998
Berlin,Germany,2023-07-06,119.38,17.74,67.32,12.8,3.91,184.48,11.79,10.44,12.45,7,6,3,0,76.9742774566474,0.14860109326511195,123.08759999999998,2.7403442156351434,80.68,111.97666666666665
Berlin,Germany,2023-07-06,89.65,103.36,87.88,30.77,1.26,39.61,-6.59,74.85,3.61,7,6,3,0,76.9742774566474,1.152927924938324,-493.26149999999996,0.4507282145279683,119.38,96.56999999999998
Berlin,Germany,2023-07-07,137.33,56.77,37.84,45.06,3.72,154.52,33.85,88.3,3.07,7,7,4,0,76.9742774566474,0.41338378989413893,2988.955,4.083508434590794,89.65,115.4533333333333
Berlin,Germany,2023-07-07,122.68,115.83,57.83,30.87,8.86,25.21,5.91,92.71,1.4,7,7,4,0,76.9742774566474,0.9441636008996086,547.9161,0.43593283141400113,137.33,116.55333333333333
Berlin,Germany,2023-07-07,70.95,189.86,39.85,49.66,4.82,98.86,16.5,26.58,1.91,7,7,4,0,76.9742774566474,2.6759686150854667,438.57,2.480802388757242,122.68,110.32
Berlin,Germany,2023-07-08,54.7,178.78,77.9,7.44,8.69,20.1,15.1,65.08,12.0,7,8,5,1,76.9742774566474,3.268372345818584,982.708,0.2580230734245092,70.95,82.77666666666664
Berlin,Germany,2023-07-10,64.39,10.57,77.87,14.22,5.64,102.96,17.84,92.19,16.85,7,10,0,0,76.9742774566474,0.16415589933904343,1644.6696,1.3222035029917163,54.7,63.346666666666636
Berlin,Germany,2023-07-10,81.28,12.48,72.77,24.45,3.99,98.7,23.62,40.81,2.23,7,10,0,0,76.9742774566474,0.15354328819595373,963.9322000000001,1.3563279708220461,64.39,66.78999999999998
Berlin,Germany,2023-07-11,117.45,17.72,32.12,37.63,9.41,190.43,21.97,52.67,12.93,7,11,1,0,76.9742774566474,0.15087269894655606,1157.1598999999999,5.9287030109891,81.28,87.70666666666664
Berlin,Germany,2023-07-11,39.96,160.77,21.06,33.02,6.45,112.43,-5.18,88.72,9.47,7,11,1,0,76.9742774566474,4.023272266448382,-459.5696,5.33855397029726,117.45,79.5633333333333
Berlin,Germany,2023-07-11,41.21,30.7,92.79,2.14,3.65,59.42,1.77,70.43,8.02,7,11,1,0,76.9742774566474,0.7449646335926634,124.66110000000002,0.6403706605915873,39.96,66.20666666666664
Berlin,Germany,2023-07-12,16.72,49.58,9.83,49.33,1.76,43.74,37.09,79.25,1.46,7,12,2,0,76.9742774566474,2.965309231274383,2939.3825,4.449639420509237,41.21,32.629999999999974
Berlin,Germany,2023-07-13,13.73,103.76,43.14,22.46,2.38,14.08,14.03,53.45,18.75,7,13,3,0,76.9742774566474,7.557168567247948,749.9035,0.3263791547568023,16.72,23.88666666666664
Berlin,Germany,2023-07-14,141.17,173.07,21.12,28.46,1.88,183.97,-5.97,11.95,13.2,7,14,4,0,76.9742774566474,1.2259686033882127,-71.3415,8.710696633192882,13.73,57.20666666666663
Berlin,Germany,2023-07-14,21.1,128.93,14.29,27.14,8.54,184.98,12.35,88.2,9.92,7,14,4,0,76.9742774566474,6.110423644348984,1089.27,12.944707526446798,141.17,58.66666666666663
Berlin,Germany,2023-07-15,99.2,193.14,52.85,4.24,1.07,65.07,30.48,21.27,4.87,7,15,5,1,76.9742774566474,1.94697561018391,648.3096,1.2312202022289114,21.1,87.15666666666664
Berlin,Germany,2023-07-15,83.74,139.25,81.71,8.67,4.56,123.09,36.13,35.19,11.88,7,15,5,1,76.9742774566474,1.662884922034282,1271.4147,1.5064249777964782,99.2,68.0133333333333
Berlin,Germany,2023-07-17,122.47,81.7,78.2,27.76,2.84,19.65,37.6,47.13,19.38,7,17,0,0,76.9742774566474,0.6671020929940318,1772.0880000000002,0.25127874024568536,83.74,101.8033333333333
Berlin,Germany,2023-07-17,92.58,180.17,59.65,1.08,5.98,170.08,5.01,27.16,6.16,7,17,0,0,76.9742774566474,1.94610045948364,136.0716,2.851298767594507,122.47,99.59666666666664
Berlin,Germany,2023-07-18,104.9,55.8,78.86,39.69,2.14,107.14,2.7,65.38,9.73,7,18,1,0,76.9742774566474,0.5319351256496543,176.526,1.3586100230015188,92.58,106.64999999999998
Berlin,Germany,2023-07-18,5.75,36.03,41.43,34.69,1.39,50.14,31.11,92.21,1.22,7,18,1,0,76.9742774566474,6.266076058998159,2868.6530999999995,1.2102338377422548,104.9,67.74333333333331
Berlin,Germany,2023-07-19,49.22,24.89,83.06,31.7,0.33,143.71,32.17,79.41,14.04,7,19,2,0,76.9742774566474,0.5056886416723605,2554.6197,1.73019483142369,5.75,53.28999999999997
Berlin,Germany,2023-07-19,42.28,176.62,42.64,34.42,6.91,15.79,29.94,22.81,18.57,7,19,2,0,76.9742774566474,4.177387848299941,682.9313999999999,0.3703094816347369,49.22,32.416666666666636
Berlin,Germany,2023-07-20,78.14,60.49,81.97,4.14,7.09,134.78,32.42,98.37,13.72,7,20,3,0,76.9742774566474,0.7741232692445266,3189.1554,1.6442598945638776,42.28,56.546666666666646
Berlin,Germany,2023-07-21,97.5,133.68,57.72,13.25,9.84,60.81,25.37,92.24,14.08,7,21,4,0,76.9742774566474,1.3710767824536634,2340.1288,1.0535341210093345,78.14,72.63999999999997
